uniprotcode,family_name_cache,species_name_cache,membrane_name_cache,species_id,family_id,superfamily_id,classtype_id,type_id,sequence_length,sequence_length_bin
SCXV_CENSC,Long-chain scorpion toxins,Centruroides sculpturatus,Secreted,s48,f71,sf58,c6,t2,63,0-100
SCX8_MESMA,Long-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f71,sf58,c6,t2,64,0-100
SCX5_CENSC,Long-chain scorpion toxins,Centruroides sculpturatus,Secreted,s48,f71,sf58,c6,t2,59,0-100
KURT_PARTR,Long-chain scorpion toxins,Parabuthus transvaalicus,Secreted,s370,f71,sf58,c6,t2,63,0-100
SCX12_CENNO,Long-chain scorpion toxins,Centruroides noxius,Secreted,s113,f71,sf58,c6,t2,67,0-100
SIX2_LEIHE,Long-chain scorpion toxins,Leiurus quinquestriatus hebraeus,Secreted,s163,f71,sf58,c6,t2,85,0-100
DF195_ARATH,Plant defensins,Arabidopsis thaliana,Secreted,s246,f158,sf58,c6,t2,89,0-100
SC12_MESMA,Long-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f71,sf58,c6,t2,85,0-100
SC11_MESMA,Long-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f71,sf58,c6,t2,85,0-100
DLP2_ORNAN,Vertebrate defensin,Ornithorhynchus anatinus,Secreted,s374,f67,sf54,c3,t2,66,0-100
DLP1_ORNAN,Vertebrate defensin,Ornithorhynchus anatinus,Secreted,s374,f67,sf54,c3,t2,66,0-100
DEFI_MYTGA,Invertebrate and fungal defensins,Mytilus galloprovincialis,Secreted,s375,f72,sf58,c6,t2,60,0-100
DEFI_ANOGA,Invertebrate and fungal defensins,Anopheles gambiae,Secreted,s376,f72,sf58,c6,t2,102,100-300
DEFCG_CRAGI,Invertebrate and fungal defensins,Crassostrea gigas,Secreted,s377,f72,sf58,c6,t2,65,0-100
DEFPL_PSENR,Invertebrate and fungal defensins,Pseudoplectania nigrella,Secreted,s378,f72,sf58,c6,t2,95,0-100
DEFN_HELVI,Invertebrate and fungal defensins,Heliothis virescens,Secreted,s379,f72,sf58,c6,t2,44,0-100
B5AKV3_MACMU,Vertebrate defensin,Macaca mulatta,Secreted,s330,f67,sf54,c3,t2,93,0-100
DEF1_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,94,0-100
DEF1_WHEAT,Plant defensins,Triticum aestivum,Secreted,s218,f158,sf58,c6,t2,47,0-100
DEF1_HORVU,Plant defensins,Hordeum vulgare,Secreted,s155,f158,sf58,c6,t2,47,0-100
DEF_TOBAC,Plant defensins,Nicotiana tabacum,Secreted,s175,f158,sf58,c6,t2,105,100-300
Q6B519_9FABA,Plant defensins,Pachyrhizus erosus,Secreted,s381,f158,sf58,c6,t2,47,0-100
Q6T418_VIGRA,Plant defensins,Vigna radiata,Secreted,s382,f158,sf58,c6,t2,73,0-100
DEF1_PETHY,Plant defensins,Petunia hybrida,Secreted,s383,f158,sf58,c6,t2,103,100-300
Q8W434_VIGRA,Plant defensins,Vigna radiata,Secreted,s382,f158,sf58,c6,t2,75,0-100
PLS2_PITHY,Brevinin/gaegurin,Phyllomedusa hypochondrialis,Secreted,s384,f401,sf211,c7,t3,66,0-100
GGN4_GLARU,Brevinin/gaegurin,Glandirana rugosa,Secreted,s385,f401,sf211,c7,t3,80,0-100
TERN_PSEUS,Invertebrate and fungal defensins,Pseudacanthotermes spiniger,Secreted,s392,f72,sf58,c6,t2,36,0-100
DEFI_PROTE,Invertebrate and fungal defensins,Protophormia terraenovae,Secreted,s394,f72,sf58,c6,t2,94,0-100
PLS3_PITHY,Brevinin/gaegurin,Phyllomedusa hypochondrialis,Secreted,s384,f401,sf211,c7,t3,19,0-100
PLS1_PITHY,Brevinin/gaegurin,Phyllomedusa hypochondrialis,Secreted,s384,f401,sf211,c7,t3,19,0-100
DBTEW_CARCR,Vertebrate defensin,Caretta caretta,Secreted,s401,f67,sf54,c3,t2,36,0-100
PVAT_PELSI,Vertebrate defensin,Pelodiscus sinensis,Secreted,s402,f67,sf54,c3,t2,42,0-100
RN2A_RANCS,Brevinin/gaegurin,Rana temporaria,Secreted,s403,f401,sf211,c7,t3,32,0-100
C5I2D9_PSEFL,Outer Membrane Receptor (OMR),Pseudomonas fluorescens,Gram-neg. outer,s290,f83,sf33,c2,t1,743,500-1000
MYO10_RAT,Pleckstrin-homology domain,Rattus norvegicus,Endosome,s54,f62,sf49,c3,t2,2060,>2000
CTXL_LEIQU,Short-chain scorpion toxins,Leiurus quinquestriatus quinquestriatus,Secreted,s369,f157,sf58,c6,t2,36,0-100
KGX11_CENNO,Short-chain scorpion toxins,Centruroides noxius,Secreted,s113,f157,sf58,c6,t2,62,0-100
ENV_HV1H3,Juxtamembrane peptides of viral envelope glycoproteins,Human immunodeficiency virus type 1,Endosome,s157,f439,sf277,c7,t3,856,500-1000
MTX4_GRARO,Spider ion channel inhibitory toxins,Grammostola rosea,Secreted,s283,f154,sf112,c3,t2,82,0-100
DEF_PENBA,Plant defensins,Pentadiplandra brazzeana,Secreted,s422,f158,sf58,c6,t2,54,0-100
WGRTX_GRARO,Spider ion channel inhibitory toxins,Grammostola rosea,Secreted,s283,f154,sf112,c3,t2,87,0-100
H1A01_CYRHA,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,83,0-100
3S1EB_LATSE,Snake venom toxins,Laticauda semifasciata,Secreted,s424,f66,sf53,c3,t2,83,0-100
O17A_CONPU,Conotoxin O1,Conus purpurascens,Secreted,s430,f153,sf112,c3,t2,72,0-100
O17A_CONMA,Conotoxin O1,Conus magus,Secreted,s121,f153,sf112,c3,t2,71,0-100
O16A_CONGE,Conotoxin O1,Conus geographus ,Secreted,s431,f153,sf112,c3,t2,73,0-100
O16B_CONST,Conotoxin O1,Conus striatus,Secreted,s124,f153,sf112,c3,t2,72,0-100
CM3E_CONMR,Conotoxin O1,Conus marmoreus,Secreted,s122,f153,sf112,c3,t2,71,0-100
U6GS_CONGE,Conotoxin O1,Conus geographus ,Secreted,s431,f153,sf112,c3,t2,34,0-100
U7A_CONTU,Conotoxin O1,Conus tulipa,Secreted,s432,f153,sf112,c3,t2,30,0-100
CP91_CONGL,Conotoxin O1,Conus gloriamaris,Secreted,s433,f153,sf112,c3,t2,88,0-100
H3A01_CYRHA,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,83,0-100
TX1_STRGF,Spider ion channel inhibitory toxins,Stromatopelma calceatum griseipes,Secreted,s434,f154,sf112,c3,t2,34,0-100
TXHP2_HETVE,Spider ion channel inhibitory toxins,Heteropoda venatoria,Secreted,s435,f154,sf112,c3,t2,30,0-100
JZTX3_CHIGU,Spider ion channel inhibitory toxins,Chilobrachys guangxiensis,Secreted,s200,f154,sf112,c3,t2,63,0-100
TXLA1_CYRSC,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,83,0-100
H4A01_CYRHA,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,86,0-100
T5G1A_AGEAP,Spider ion channel inhibitory toxins,Agelenopsis aperta,Secreted,s73,f154,sf112,c3,t2,36,0-100
T3D1A_PIRLC,Spider ion channel inhibitory toxins,Pireneitega luctuosa,Secreted,s436,f154,sf112,c3,t2,37,0-100
T3D1B_PIRLC,Spider ion channel inhibitory toxins,Pireneitega luctuosa,Secreted,s436,f154,sf112,c3,t2,37,0-100
TXH21_CYRSC,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,85,0-100
TXP2_BRAAI,Spider ion channel inhibitory toxins,Brachypelma ruhnaui,Secreted,s437,f154,sf112,c3,t2,39,0-100
TXH10_CYRSC,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,68,0-100
TOT2A_HADVE,Spider ion channel inhibitory toxins,Hadronyche versuta,Secreted,s438,f154,sf112,c3,t2,45,0-100
TXMG5_MACGS,Spider ion channel inhibitory toxins,Macrothele gigas,Secreted,s439,f154,sf112,c3,t2,79,0-100
TK1C_HADVE,Spider ion channel inhibitory toxins,Hadronyche versuta,Secreted,s438,f154,sf112,c3,t2,37,0-100
MTX2_GRARO,Spider ion channel inhibitory toxins,Grammostola rosea,Secreted,s283,f154,sf112,c3,t2,31,0-100
CA4A_CONPU,Alpha-conotoxin-like,Conus purpurascens,Secreted,s430,f212,sf148,c7,t3,68,0-100
CA4A_CONER,Alpha-conotoxin-like,Conus ermineus,Secreted,s120,f212,sf148,c7,t3,30,0-100
CA1A_CONTU,Alpha-conotoxin-like,Conus tulipa,Secreted,s432,f212,sf148,c7,t3,58,0-100
CA1A_CONOM,Alpha-conotoxin-like,Conus omaria,Secreted,s440,f212,sf148,c7,t3,17,0-100
CAS1_CONST,Alpha-conotoxin-like,Conus striatus,Secreted,s124,f212,sf148,c7,t3,64,0-100
CA1A_CONER,Alpha-conotoxin-like,Conus ermineus,Secreted,s120,f212,sf148,c7,t3,62,0-100
CA1A_CONEP,Alpha-conotoxin-like,Conus episcopatus,Secreted,s441,f212,sf148,c7,t3,56,0-100
CA1A_CONBU,Alpha-conotoxin-like,Conus bullatus,Secreted,s442,f212,sf148,c7,t3,60,0-100
CA1A_CONPU,Alpha-conotoxin-like,Conus purpurascens,Secreted,s430,f212,sf148,c7,t3,40,0-100
CA1A_CONVC,Alpha-conotoxin-like,Conus victoriae,Secreted,s443,f212,sf148,c7,t3,66,0-100
CA1_CONIM,Alpha-conotoxin-like,Conus imperialis,Secreted,s444,f212,sf148,c7,t3,17,0-100
CAIA_CONGE,Alpha-conotoxin-like,Conus geographus ,Secreted,s431,f212,sf148,c7,t3,15,0-100
CA1D_CONGE,Alpha-conotoxin-like,Conus geographus ,Secreted,s431,f212,sf148,c7,t3,66,0-100
CA1A_CONCN,Alpha-conotoxin-like,Conus consors,Secreted,s445,f212,sf148,c7,t3,64,0-100
NOXO1_HUMAN,PX domain,Homo sapiens,Eykaryo. plasma,s14,f70,sf57,c6,t2,376,300-500
Q9HWP4_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,418,300-500
Q9I202_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,409,300-500
Q9I5H4_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,427,300-500
CP17A_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,508,500-1000
3SDC7_OPHHA,Snake venom toxins,Ophiophagus hannah,Secreted,s179,f66,sf53,c3,t2,84,0-100
3NOJ_BUNCA,Snake venom toxins,Bungarus candidus,Secreted,s509,f66,sf53,c3,t2,63,0-100
3SIM7_DENAN,Snake venom toxins,Dendroaspis angusticeps,Secreted,s467,f66,sf53,c3,t2,86,0-100
CYPC_BACSU,Cytochrome P450,Bacillus subtilis,Gram-pos. inner,s89,f52,sf39,c11,t1,417,300-500
Q746J6_THET2,Cytochrome P450,Thermus thermophilus,Gram-neg. inner,s43,f52,sf39,c11,t1,389,300-500
CP74A_ARATH,Cytochrome P450,Arabidopsis thaliana,Thylakoid,s246,f52,sf39,c11,t1,518,500-1000
KAX31_ANDMA,Short-chain scorpion toxins,Androctonus mauritanicus,Secreted,s455,f157,sf58,c6,t2,38,0-100
Q689G3_9FLAV,Flavivirus glycoprotein,Dengue virus,Viral,s131,f147,sf109,c11,t1,3392,>2000
RGPS1_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,585,500-1000
AZUR_PSEAE,Plastocyanin/azurin-like,Pseudomonas aeruginosa,Gram-neg. inner,s28,f123,sf93,c3,t2,148,100-300
CP21A_BOVIN,Cytochrome P450,Bos taurus,Endoplasm. reticulum,s6,f52,sf39,c11,t1,496,300-500
QHED_PSEPU,Cytochrome c,Pseudomonas putida,Gram-neg. outer,s251,f92,sf71,c4,t2,690,500-1000
P83787_MARNT,Cytochrome c,Marinobacter hydrocarbonoclasticus,Gram-neg. inner,s482,f92,sf71,c4,t2,326,300-500
TXHM3_HERML,Spider ion channel inhibitory toxins,Heriaeus mellotteei,Secreted,s599,f154,sf112,c3,t2,35,0-100
Q9I6X0_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,444,300-500
Q9HVS0_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,484,300-500
Q9I6P8_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,421,300-500
Q9HZH0_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,421,300-500
I1SB18_VIPAE,Vertebrate secretory phospholipase A2,Vipera ammodytes meridionalis,Secreted,s222,f107,sf82,c4,t2,122,100-300
GLL2_CHICK,Vertebrate defensin,Gallus gallus,Secreted,s11,f67,sf54,c3,t2,64,0-100
GH_HHV11,Juxtamembrane peptides of viral envelope glycoproteins,Human herpesvirus,Endosome,s355,f439,sf277,c7,t3,838,500-1000
PGFRB_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,1106,1000-2000
FERM2_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,680,500-1000
FYUA_YERPE,Outer Membrane Receptor (OMR),Yersinia pestis,Gram-neg. outer,s299,f83,sf33,c2,t1,673,500-1000
A0L5S6_MAGMM,Voltage-gated calcium and sodium channels,Magnetococcus marinus ,Gram-neg. inner,s527,f852,sf8,c1,t1,274,100-300
Q51056_NEIGO,General Bacterial Porin (GBP),Neisseria gonorrhoeae,Gram-neg. outer,s66,f42,sf31,c2,t1,327,300-500
XYLE_ECOLI,Sugar porter family,Escherichia coli,Gram-neg. inner,s9,f656,sf15,c1,t1,491,300-500
CXCR1_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,350,300-500
MSCS_CALS4,Small conductance mechanosensitive ion channels,Caldanaerobacter subterraneus,Gram-pos. inner,s501,f19,sf11,c1,t1,282,100-300
OMPC_SALTI,General Bacterial Porin (GBP),Salmonella typhimurium,Gram-neg. outer,s495,f42,sf31,c2,t1,378,300-500
POLG_DEN2N,Flavivirus glycoprotein,Dengue virus,Viral,s131,f147,sf109,c11,t1,3391,>2000
Q6XT21_9INFA,Influenza virus matrix protein 2,Influenza A virus,Viral,s51,f263,sf185,c11,t1,97,0-100
Q51162_NEIME,Outer Membrane Receptor (OMR),Neisseria meningitidis,Gram-neg. outer,s24,f83,sf33,c2,t1,720,500-1000
C11B2_HUMAN,Cytochrome P450,Homo sapiens,Mitochon. inner,s14,f52,sf39,c11,t1,503,500-1000
E8QGV2_HELP7,Small conductance mechanosensitive ion channels,Helicobacter pylori,Gram-neg. inner,s153,f19,sf11,c1,t1,274,100-300
CP1A1_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,512,500-1000
PDR16_YEAST,CRAL/TRIO domain,Saccharomyces cerevisiae,Endoplasm. reticulum,s36,f172,sf121,c5,t2,351,300-500
MSBA_VIBCH,Lipid exporter family,Vibrio cholerae,Gram-neg. inner,s45,f99,sf17,c1,t1,582,500-1000
DEFEU_ASPAM,Invertebrate and fungal defensins,Aspergillus amstelodami,Secreted,s536,f72,sf58,c6,t2,42,0-100
SNX11_HUMAN,PX domain,Homo sapiens,Eykaryo. plasma,s14,f70,sf57,c6,t2,270,100-300
TTPA_MOUSE,CRAL/TRIO domain,Mus musculus,Golgi,s52,f172,sf121,c5,t2,278,100-300
I4DST7_9EURY,Microbial and algal rhodopsins,Haloterrigena thermotolerans,Archaebac.,s537,f13,sf6,c1,t1,241,100-300
PRRB_PRB02,Microbial and algal rhodopsins,Gamma-proteobacterium,Gram-neg. inner,s357,f13,sf6,c1,t1,251,100-300
Q4PP54_9BACT,Microbial and algal rhodopsins,Gamma-proteobacterium,Gram-neg. inner,s357,f13,sf6,c1,t1,235,100-300
BACH_NATPH,Microbial and algal rhodopsins,Natronomonas pharaonis,Archaebac.,s23,f13,sf6,c1,t1,291,100-300
Q8EHE6_SHEON,Proton-dependent oligopeptide transporter (POT),Shewanella oneidensis,Gram-neg. inner,s319,f333,sf15,c1,t1,516,500-1000
Q5KYD1_GEOKA,Proton-dependent oligopeptide transporter (POT),Geobacillus kaustophilus,Gram-pos. inner,s540,f333,sf15,c1,t1,496,300-500
PA2H1_BOTMO,Vertebrate secretory phospholipase A2,Bothrops moojeni,Secreted,s96,f107,sf82,c4,t2,138,100-300
LIP_BACSP,Bacterial lipase,Bacillus sp.,Secreted,s87,f184,sf127,c5,t2,416,300-500
PA2BB_PSEAU,Vertebrate secretory phospholipase A2,Pseudechis australis,Secreted,s541,f107,sf82,c4,t2,118,100-300
B1YFV8_EXIS2,Microbial and algal rhodopsins,Exiguobacterium sibiricum,Gram-pos. inner,s542,f13,sf6,c1,t1,252,100-300
B9ZZP0_9BACI,Bacterial lipase,Geobacillus sp.,Secreted,s544,f184,sf127,c5,t2,389,300-500
Q5I4I3_9BACI,Bacterial lipase,Bacillus sp.,Secreted,s87,f184,sf127,c5,t2,416,300-500
LIP_STAHY,Bacterial lipase,Staphylococcus hyicus,Secreted,s543,f184,sf127,c5,t2,641,500-1000
KAB8_OLDAF,Cyclotide,Oldenlandia affinis,Secreted,s178,f148,sf112,c3,t2,31,0-100
PTGIS_DANRE,Cytochrome P450,Danio rerio,Endoplasm. reticulum,s129,f52,sf39,c11,t1,480,300-500
CP2CJ_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,490,300-500
Q9I1Q4_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,416,300-500
Q9I4U9_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,416,300-500
G3XDA5_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,460,300-500
Q9HWK2_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,431,300-500
Q9HY38_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,416,300-500
F5L478_CALTT,Voltage-gated calcium and sodium channels,Caldalkalibacillus thermarum,Gram-pos. inner,s546,f852,sf8,c1,t1,298,100-300
TPA_RANTE,Brevinin/gaegurin,Rana temporaria,Secreted,s403,f401,sf211,c7,t3,13,0-100
FGFR3_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,806,500-1000
GLCP_STAES,Sugar porter family,Staphylococcus epidermidis,Gram-pos. inner,s295,f656,sf15,c1,t1,446,300-500
Q0ABW0_ALKEH,Voltage-gated calcium and sodium channels,Alkalilimnicola ehrlichii,Gram-neg. inner,s548,f852,sf8,c1,t1,288,100-300
E2FYL5_SCOMX,C2 domain,Psetta maxima,Secreted,s549,f60,sf45,c3,t2,129,100-300
PA2HH_TRIST,Vertebrate secretory phospholipase A2,Trimeresurus stejnegeri,Secreted,s551,f107,sf82,c4,t2,137,100-300
PA2H1_BOTBZ,Vertebrate secretory phospholipase A2,Bothrops brazili,Secreted,s552,f107,sf82,c4,t2,121,100-300
ACM2_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,466,300-500
TRPV1_RAT,Transient receptor potential channels,Rattus norvegicus,Eykaryo. plasma,s54,f682,sf8,c1,t1,838,500-1000
OMPB1_NEIMB,General Bacterial Porin (GBP),Neisseria meningitidis,Gram-neg. outer,s24,f42,sf31,c2,t1,331,300-500
ENV_HV1SC,Juxtamembrane peptides of viral envelope glycoproteins,Human immunodeficiency virus type 1,Viral,s157,f439,sf277,c7,t3,856,500-1000
A6ZSR0_YEAS7,Cytochrome P450,Saccharomyces cerevisiae,Endoplasm. reticulum,s36,f52,sf39,c11,t1,530,500-1000
LX15B_HUMAN,Lipoxygenases,Homo sapiens,Eykaryo. plasma,s14,f104,sf80,c4,t2,676,500-1000
PA2A5_TRIST,Vertebrate secretory phospholipase A2,Trimeresurus stejnegeri,Secreted,s551,f107,sf82,c4,t2,122,100-300
LOX_PSEAI,Lipoxygenases,Pseudomonas aeruginosa,Gram-neg. inner,s28,f104,sf80,c4,t2,685,500-1000
KPCT_MOUSE,C1 domain,Mus musculus,Eykaryo. plasma,s52,f74,sf60,c3,t2,707,500-1000
RASF5_MOUSE,C1 domain,Mus musculus,Eykaryo. plasma,s52,f74,sf60,c3,t2,413,300-500
KPCA_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,672,500-1000
KPCT_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,706,500-1000
GRP1_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,797,500-1000
RGAP1_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,632,500-1000
KPCG_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,697,500-1000
KPCL_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,683,500-1000
ARBK1_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,689,500-1000
DYN2_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,870,500-1000
VGFR2_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,1356,1000-2000
BACR_HALVA,Microbial and algal rhodopsins,Haloarcula vallismortis,Archaebac.,s559,f13,sf6,c1,t1,250,100-300
INSR_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,1382,1000-2000
M1VAN7_CYAM1,Lipid exporter family,Cyanidioschyzon merolae,Eykaryo. plasma,s306,f99,sf17,c1,t1,696,500-1000
DEF_NICAL,Plant defensins,Nicotiana alata,Secreted,s423,f158,sf58,c6,t2,105,100-300
AQP2_HUMAN,Major intrinsic protein (MIP) family,Homo sapiens,Eykaryo. plasma,s14,f15,sf7,c1,t1,271,100-300
GTR1_HUMAN,Sugar porter family,Homo sapiens,Eykaryo. plasma,s14,f656,sf15,c1,t1,492,300-500
MCJD_ECOLX,Lipid exporter family,Escherichia coli,Gram-neg. inner,s9,f99,sf17,c1,t1,580,500-1000
Q5M4H8_STRT2,Proton-dependent oligopeptide transporter (POT),Streptococcus thermophilus,Gram-pos. inner,s565,f333,sf15,c1,t1,483,300-500
DTPD_ECOLI,Proton-dependent oligopeptide transporter (POT),Escherichia coli,Gram-neg. inner,s9,f333,sf15,c1,t1,493,300-500
ARHG9_RAT,Pleckstrin-homology domain,Rattus norvegicus,Eykaryo. plasma,s54,f62,sf49,c3,t2,493,300-500
SNX14_HUMAN,PX domain,Homo sapiens,Eykaryo. plasma,s14,f70,sf57,c6,t2,946,500-1000
CP51_YEAST,Cytochrome P450,Saccharomyces cerevisiae,Endoplasm. reticulum,s36,f52,sf39,c11,t1,530,500-1000
SNX10_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,201,100-300
KAB12_OLDAF,Cyclotide,Oldenlandia affinis,Secreted,s178,f148,sf112,c3,t2,28,0-100
CUGA_CONPB,Alpha-conotoxin-like,Conus pictus,Secreted,s574,f212,sf148,c7,t3,11,0-100
DEFLU_LUCSE,Invertebrate and fungal defensins,Lucilia sericata,Secreted,s575,f72,sf58,c6,t2,92,0-100
TXP3_APOSC,Spider ion channel inhibitory toxins,Apomastus schlingeri,Secreted,s576,f154,sf112,c3,t2,37,0-100
TXPR1_THRPR,Spider ion channel inhibitory toxins,Thrixopelma pruriens,Secreted,s577,f154,sf112,c3,t2,35,0-100
CA1C_CONLI,Alpha-conotoxin-like,Conus lividus ,Secreted,s578,f212,sf148,c7,t3,38,0-100
TXM46_CONAO,Alpha-conotoxin-like,Conus araneosus,Secreted,s579,f212,sf148,c7,t3,14,0-100
ASTX3_ASTEC,"Lasso peptides, type 2",Asticcacaulis excentricus,Secreted,s584,f219,sf155,c9,t3,49,0-100
ASTX1_ASTEC,"Lasso peptides, type 2",Asticcacaulis excentricus,Secreted,s584,f219,sf155,c9,t3,51,0-100
D5VKJ9_CAUST,"Lasso peptides, type 2",Caulobacter segnis,Secreted,s590,f219,sf155,c9,t3,42,0-100
FABP5_MOUSE,Fatty acid binding protein-like (n=10),Mus musculus,Eykaryo. plasma,s52,f137,sf50,c3,t2,135,100-300
E7N5J9_9ACTO,Invertebrate and fungal defensins,Actinomyces sp.,Secreted,s595,f72,sf58,c6,t2,66,0-100
3SA4_NAJAT,Snake venom toxins,Naja atra,Secreted,s53,f66,sf53,c3,t2,81,0-100
Q91R00_WNV,Flavivirus glycoprotein,West Nile virus,Viral,s597,f147,sf109,c11,t1,426,300-500
JZT7A_CHIGU,Spider ion channel inhibitory toxins,Chilobrachys guangxiensis,Secreted,s200,f154,sf112,c3,t2,66,0-100
KNO64_HEXDO,Spider ion channel inhibitory toxins,Sicarius dolichocephalus,Secreted,s600,f154,sf112,c3,t2,72,0-100
TXAG_ALLOP,Spider ion channel inhibitory toxins,Allagelena opulenta,Secreted,s601,f154,sf112,c3,t2,35,0-100
ENV_HV1W2,Juxtamembrane peptides of viral envelope glycoproteins,Human immunodeficiency virus type 1,Endosome,s157,f439,sf277,c7,t3,847,500-1000
B4EVM3_PROMH,Bacterial lipase,Proteus mirabilis,Secreted,s304,f184,sf127,c5,t2,287,100-300
Q93A71_GEOSE,Bacterial lipase,Bacillus stearothermophilus,Secreted,s88,f184,sf127,c5,t2,418,300-500
BACR1_HALMA,Microbial and algal rhodopsins,Haloarcula marismortui,Archaebac.,s611,f13,sf6,c1,t1,250,100-300
CAR4_ARATH,C2 domain,Arabidopsis thaliana,Eykaryo. plasma,s246,f60,sf45,c3,t2,177,100-300
3NO2_NAJKA,Snake venom toxins,Naja kaouthia,Secreted,s230,f66,sf53,c3,t2,86,0-100
B0LX40_9INFA,Influenza virus matrix protein 2,Influenza A virus,Viral,s51,f263,sf185,c11,t1,95,0-100
A0A0H2UKY1_CAUSK,"Lasso peptides, type 2",Caulobacter sp.,Secreted,s612,f219,sf155,c9,t3,18,0-100
B3DH80_DANRE,Cytochrome P450,Danio rerio,Endoplasm. reticulum,s129,f52,sf39,c11,t1,519,500-1000
DEF_COPTR,Invertebrate and fungal defensins,Copris tripartitus,Secreted,s615,f72,sf58,c6,t2,80,0-100
DEF_LENCC,Plant defensins,Lens culinaris,Secreted,s616,f158,sf58,c6,t2,74,0-100
D106A_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,65,0-100
N0DKS8_9FLAO,Microbial and algal rhodopsins,Dokdonia eikasta,Gram-neg. inner,s623,f13,sf6,c1,t1,280,100-300
G3CEP6_ACEAT,Microbial and algal rhodopsins,Acetabularia acetabulum,Eykaryo. plasma,s348,f13,sf6,c1,t1,246,100-300
